,wavelength,0.06_R_LL,0.06_R_RR,0.06_R_pp,0.06_R_sp,0.14_R_LL,0.14_R_RR,0.14_R_pp,0.14_R_sp,0.23_R_LL,0.23_R_RR,0.23_R_pp,0.23_R_sp,0.35_R_LL,0.35_R_RR,0.35_R_pp,0.35_R_sp,0.44_R_LL,0.44_R_RR,0.44_R_pp,0.44_R_sp,0_R_LL,0_R_RR,0_R_pp,0_R_sp
0,3e-07,0.00039734906332245223,6.584084412037324e-05,6.0388600291284276e-05,0.00016779233383918527,0.0022665490278035573,0.0002783162038979113,0.0008632091401243304,0.00036137027701551645,0.002324795135551732,0.0002537259885996569,0.0008579754995370044,0.0003774675379166126,0.000912819339370547,2.5065082404070195e-06,0.0002261476035705964,0.00020571542948013066,0.00046070249721817446,1.5887569106722396e-06,9.071931054012467e-05,0.00012665645935269122,0.0019031737416614345,0.00025595766229252254,0.0007335751240257718,0.0003119748411360882
1,3.1020408163265303e-07,0.001140395916119534,0.00025074530120266727,0.0005040719871465279,0.0001723399982320819,0.0022420572685872015,3.865749865312275e-06,0.0005531564425641946,0.0005240582463326452,6.589433737300408e-05,0.0001167221231147794,1.7106208466903145e-05,7.777922057685388e-05,0.0018452446041449637,0.00010645390734994536,0.0006104087633452703,0.00031567651761661795,6.222491705759514e-05,7.656083136759534e-05,8.475911235739679e-06,6.315329277445347e-05,0.005280025608985274,0.0001862131538567209,0.0015974431813302182,0.0010389722739801213
2,3.204081632653061e-07,0.00414057982049971,0.00022103801119638663,0.0013303180442109435,0.0007728821789463699,4.5224705746159825e-08,0.0001475898293266277,4.0827415017089245e-05,3.795497468815528e-05,0.0025780044120567863,0.0002455675041580339,0.0009246562321663368,0.0004295779952726674,0.001311348213585639,0.00033869763032114006,0.0006246838763405695,0.00017231044988269054,9.109421877944632e-05,6.422214318060852e-05,1.0213583609052114e-05,6.861229317118726e-05,0.006739111741065078,9.585618729606177e-05,0.0018564556344967456,0.001442133906089098
3,3.3061224489795917e-07,0.005823748420803045,0.00013762011595951516,0.0016820887817435265,0.0011923769375434933,0.001649416978087035,0.0002661202402485463,0.0006700253884134524,0.00025749995946571424,0.001512479625658331,3.7439596869350436e-07,0.0003425273132310348,0.0003829316680101574,0.0002364730325022938,6.282241193724487e-05,2.7980802869993155e-05,0.00011948359315487947,0.0006340401379277984,2.895295930436646e-07,0.00014209667134421284,0.00015666498369311364,0.007585134300264225,6.150050143305852e-05,0.002008497769345777,0.0016857148000974911
4,3.408163265306122e-07,0.006740612193400271,9.914385091641656e-05,0.0018619546211955048,0.0014389252479560422,0.003817575476165854,0.0002224780989270637,0.0012460339933076936,0.0007007271524137856,2.841893061460139e-05,0.00017951684774079874,8.073228033222331e-05,2.7775908536653846e-05,0.0021419820947824316,0.00026570375694148215,0.0008171172529828006,0.000336415179099905,0.0017338108288640606,0.00016331919116877098,0.0006365895697391136,0.0002626687835442281,0.009036821837347638,7.173130607191741e-05,0.00239135802473172,0.00201279002125799
5,3.510204081632653e-07,0.007751032298429074,0.00010849807033165417,0.0021325726639459335,0.00166371692524511,0.005024694477376368,0.00016442402970732886,0.001507579927437642,0.0009927086151377967,0.0015987874266593742,0.0002801252571566889,0.000667360714751093,0.00024142655395578496,0.0006859358237007409,1.9256427561315905e-05,0.0001218016737103424,0.00021734217341699887,0.0006224403465343656,0.000327161074367527,0.00039686756750996775,6.902307398210334e-05,0.010784355705343553,0.00012347565165992096,0.002927982976272743,0.0023491559141341277
6,3.6122448979591835e-07,0.008467255390196455,0.00015879469191467808,0.002390879623774097,0.0017786116991858742,0.005743655259184026,0.00014844807733596286,0.001674946622092032,0.001166222964646645,0.003278210732647144,0.00022971520035595052,0.0011079787461769665,0.0005799869378144177,0.0006442896429513667,0.0003071176827225486,0.00037945962468856874,8.607822585870659e-05,0.0009715728834484548,9.444688209791313e-07,0.00023228140212864793,0.00022802469119022507,0.010196387849463518,0.0001999593644314713,0.002902333881618492,0.0021296166687301823
7,3.714285714285714e-07,0.0069487200955317,0.00022148379701844272,0.002078784333550236,0.001389479711058892,0.006115316187886772,0.00017514702729796148,0.0018028611998148671,0.0012331735419263026,0.004149239194374927,0.0001708652608856219,0.0012861138779779176,0.0007919395248357476,0.0026328626429664432,0.00021888403303344471,0.0009166712296044006,0.00044918024864551345,0.0008760619293400584,0.00033761181111599737,0.00048174384319112995,0.00010940180761496926,0.004246317906324529,0.00021388975926750955,0.0013600010482746532,0.0008005502419081348
8,3.8163265306122444e-07,0.0020922897140835048,0.00020925367076170818,0.0007538376964186296,0.0003622325295093404,0.005315636621338996,0.00022447465658419945,0.001645516090301145,0.0010312769536463052,0.004638740454748751,0.00015397572837368996,0.0013958295729168103,0.0009112361836882372,0.0024181294457642495,3.4850797868068055e-05,0.0006620623275233522,0.0005105281542423846,0.0019262717189454253,6.0902114387482844e-05,0.0005752244372481655,0.00036950349210985723,0.0004057277415432837,8.740685315911644e-05,5.615086260695139e-05,0.00018922347888011677
9,3.9183673469387754e-07,0.0008745208778566826,7.2340943124593e-05,0.00014303638898038618,0.0003225123199603837,0.002436206539721061,0.00023465384129192336,0.0008672082346200897,0.00042663486662426395,0.004866519813681768,0.00017920295432621278,0.0014822482363497547,0.0009492614899782215,0.0013164277631197443,2.893516984642027e-06,0.00028519696348415074,0.00034818192602347397,9.682550825757755e-05,0.00010168664562652319,1.41934925048774e-05,8.737524083588159e-05,0.017298704331732296,3.4035507285475995e-06,0.0041618243519184065,0.004240834937036582
10,4.020408163265306e-07,0.013639655097980555,7.701855893857303e-06,0.0033189416864603674,0.0033025445488267047,2.8228453919576914e-06,0.00013252614766460545,2.8044464206028025e-05,4.320178334073827e-05,0.004252174795786015,0.00022862782640675267,0.0013656990810496238,0.0007968659474449293,0.0006375514102187797,3.571726040603341e-05,0.00010944225273318602,0.00021750680338317372,0.0007469402955889828,0.0003243632081230619,0.0004235706622469631,9.949350796727853e-05,0.03293903497385202,0.00015619058350715734,0.00859313293950463,0.007468510878116103
11,4.122448979591837e-07,0.02082179625025142,0.00016897049236950593,0.005571869198444483,0.004605422180980454,0.004972349152163924,4.902540421168021e-06,0.0011198840354846701,0.0012950596859064968,0.0021252134045264518,0.0002462670460897383,0.0007875432153400387,0.00036115049635617857,0.0004554231543445662,5.379542090419278e-05,7.132041909571258e-05,0.00017810163792462364,0.0021783777574529415,0.0002778749669187524,0.0008344446598500645,0.00034378305990742755,0.004174095236433293,0.00014785932274679407,0.0013020058219607308,0.0007945779135797661
12,4.224489795918367e-07,0.0015806593315523911,0.00015187645742723873,0.0005764941606567675,0.00026468102205517584,0.013647859598133666,8.821035504715376e-05,0.0035806685396883274,0.0030715711837161676,2.804146898382896e-05,0.000156473014052987,6.604429685153801e-05,2.9300316186837686e-05,0.0006749192514426002,3.980827249322311e-05,0.00011701686511477201,0.00023062039446829466,0.002642886085408178,0.0001455899723354533,0.0008516608414558689,0.0004810138176899389,0.04213556047222349,2.203606549950632e-06,0.010081208077069404,0.01041311290827994
13,4.3265306122448976e-07,0.02438850402944365,1.6859101298949302e-06,0.005832504499815803,0.006022158265176194,0.0068054056170706876,0.00022150377175043101,0.0020536022227973924,0.0013493955963756344,0.0026704611652809992,1.556018047639879e-05,0.0005665976055482841,0.0007363265864580426,0.001491942375254422,9.07716498247774e-06,0.00031574132842426464,0.00040811310006561897,0.002543058044993874,6.693407301017506e-05,0.0007387168988958456,0.0005081296499868525,0.11762429089872078,0.00017971185100165447,0.029739047895752397,0.027536041309483564
14,4.428571428571428e-07,0.04789489207296574,0.00018330207494858303,0.012441874771160455,0.010907866125980867,0.002048866465046387,5.110447577329064e-05,0.0003904749956051161,0.0006354603618607477,0.00891477238852133,6.023398738679856e-05,0.0023371260615739874,0.002002802254705248,0.003114948704102477,6.790632775307708e-06,0.0007778524782957806,0.0007236888590894378,0.0024882117739934255,4.177516060507959e-05,0.0006907241298401635,0.0005186644507461105,0.0008975395458819202,3.834087373650957e-05,0.0003044222906349276,0.0001501212929631713
15,4.5306122448979585e-07,0.0017954690015888025,5.143969720419519e-05,0.00032588719002796257,0.0005788863653764561,0.024375031482581147,7.142102415003678e-05,0.006201937134881567,0.005658680818511278,0.0061003996521260765,0.0002286770751299484,0.0018624452377399283,0.0011992064929939423,0.004735886774750388,8.960549477788883e-05,0.0013401138933073682,0.0009819772624633232,0.002712045525738281,5.011260142260869e-05,0.0007616383911555897,0.0005597855713473675,0.7840050352783127,0.00011795993605163338,0.19049621327937633,0.19128154872224243
16,4.6326530612244895e-07,0.15787347271159027,0.00010320720815201135,0.03903172636866789,0.03780615873863913,0.00777236191194562,0.00019290299748952208,0.002298676038665205,0.0015631435887402637,0.00017881990724900304,0.00010337371601899002,2.4233399836655565e-05,0.00011847334924389008,0.004039310110285843,0.00022504589496380077,0.0013066171769848926,0.0007498937087921512,0.003143385170933633,9.32290527458934e-05,0.0009317654139655789,0.0006182736822222863,0.9088390053380199,7.502313429043949e-05,0.21297056612805695,0.22980648976486648
17,4.7346938775510204e-07,0.11289393611686566,0.00010506372355434039,0.02838374968052928,0.026587364882905015,0.020523309427653073,2.2681642747588443e-08,0.004843482132800177,0.005134445304996911,0.01217977282984325,2.6307122888283084e-05,0.003050929896977717,0.0028639355022347067,0.0007655570792416082,0.0002251613589459009,0.00036803552551155567,0.00011599203271404469,0.0033414250004372994,0.0001766341862170769,0.0010761661508153471,0.0006117625723975106,0.8509919592654894,9.144711407680748e-05,0.20209618314736233,0.2126398114110227
18,4.836734693877551e-07,0.8293871477712766,7.054950267562608e-05,0.20024949299925818,0.20364103036097186,0.044123978940999606,0.00018925660855856439,0.011524288586581976,0.009995259314145091,0.008264128287220902,0.00022092659542575138,0.002437046759941722,0.0016720552067879186,0.001084115131300289,4.358147754134461e-05,0.0001977165861810159,0.0003514477175193971,0.002551499076493546,0.0002633389382811759,0.0009332288958324141,0.0004223690547829102,0.31279667460100063,6.743944746045641e-05,0.07375220797214135,0.07868510447307199
19,4.938775510204081e-07,0.9095494450876104,0.00010150164085786355,0.21301695470679927,0.23013758922424513,0.011510849322131258,2.002406935135266e-05,0.0025542331745191976,0.0030629390207331333,0.003915903721041319,2.875784813731837e-05,0.000821019239281923,0.001099825905742618,0.006426612944764982,5.044706770358618e-05,0.0016982466375686691,0.0014282054757032135,0.0007429826278004741,0.0002512897657891719,0.0003821847241843978,0.00010362320622878843,0.0891310021963293,0.00011219128487403958,0.02087059591709863,0.02267796374727419
20,5.040816326530612e-07,0.8447701413780329,8.198192031624895e-05,0.20069580431360817,0.2110061307308373,0.13604121431754232,0.00016256820811738973,0.03414190245753635,0.03208783887178775,0.02292481253472315,0.00014177782576280378,0.0060370216982994,0.005148806082210563,0.004009678611867257,0.00024118002146612601,0.0013091431399566112,0.0007459493976972668,0.0001525814479430725,9.586943867004392e-05,2.423690172074994e-05,0.00010170760710142483,0.056233776525064484,2.5308855768169136e-05,0.01349394317707243,0.013924787026450338
21,5.142857142857142e-07,0.33643582148049866,6.170210778645385e-05,0.07934376295032777,0.08461196656680149,0.0017485830188657587,2.4584102144703872e-05,0.0003317188746574841,0.0005354053879547589,7.588020045569949e-06,0.0001044850995608153,1.9144310669361298e-05,3.974786140650246e-05,0.0005438997935975285,7.834386155033457e-05,8.227145922658634e-05,0.00022467727522567445,0.0028785597664842807,2.8084956276413782e-06,0.0007035134471157933,0.000682796601249233,0.015796766791237326,0.0001488145177876486,0.0035428961693578583,0.004258816221706681
22,5.244897959183673e-07,0.07105308638762936,0.00012918048160167416,0.016615455148286412,0.01812715986559278,0.6938474466936239,0.00016657267188333432,0.16970721543564707,0.16815133788858114,0.03723087381231127,8.064091190694817e-05,0.009405471329988823,0.008711249038930386,0.008975329081701412,6.526488054883894e-05,0.0023628230280847966,0.0020086576899858164,0.004537567567141045,0.00016833585385491213,0.0013851012800605218,0.0008804756036427873,0.036886780652300354,1.358890799819666e-06,0.008718309109842032,0.009278697654595512
23,5.346938775510204e-07,0.07947529804737563,7.1666320072609445e-06,0.018950306061799753,0.019795953900096728,0.8967052731557307,4.977296924549714e-06,0.21178758689747254,0.22497405903930717,0.001590257017869236,0.00012848265767088611,0.000567815839769437,0.00026671627794192074,0.0023484295521750613,0.00022425667562471163,0.0008357269609412483,0.00041107966233861306,0.0009158364026582867,0.00023722729650307858,0.000424186625694472,0.00013796960040377628,3.69145022057214e-06,0.0001228376906828714,3.979722781702867e-05,2.6399464106070458e-05
24,5.448979591836735e-07,0.004281569869370577,0.00015363367498396894,0.0009338870624364748,0.0012452430196215347,0.8991503010638784,0.00016995399075210398,0.2116331852851445,0.22655791153758417,0.06583561522649922,7.352606682676362e-05,0.01638505315420828,0.01564704925653299,0.006026485976497331,6.248161825861514e-07,0.001396373098384411,0.0015260710623852536,0.0016173047880563738,1.9750361169259778e-05,0.0003290932083534012,0.0004637378021836289,0.019451061697717105,7.41595016161912e-05,0.004404262771891706,0.005140947331475766
25,5.551020408163265e-07,0.04385324967247252,2.638202637236503e-05,0.010233731500314331,0.011184120519289508,0.7507982569972573,9.181195459693787e-06,0.17843590067093015,0.18744946928492445,0.0031333467320086494,0.00010513256191442694,0.0009875102429431992,0.0005843469799352959,0.008884278983558976,0.00021398311092903617,0.0025815317378815135,0.0018219457027646565,0.005865431987739655,0.00013035521546810603,0.0016834408397506902,0.001207567447202352,0.008635971726670393,1.7059039215841058e-05,0.0021309312255192257,0.002088060681791525
26,5.653061224489795e-07,0.005395717796928187,6.923492720949337e-05,0.0014098599898340989,0.0012513683215161933,0.09595870073004133,0.00012432814336509212,0.022645762624426424,0.02414885427830591,0.15727080869702784,0.00010941087256486061,0.038935248090495055,0.03761064834073731,0.0029973086950060685,3.14415738020349e-05,0.0006147270675922454,0.0008599690386779427,0.0006289230898923649,0.00021286470363487498,0.00031602853034821087,9.613918024641662e-05,0.001658569523536249,0.00013754749161062814,0.00033490137567243416,0.0005528679919611404
27,5.755102040816326e-07,0.011415317586408603,0.00013146393228887277,0.002510512320815511,0.0031437298343318406,0.10715315400831157,8.8950539522838e-05,0.025134658344730457,0.027187436818259348,0.004600702775349363,4.604155959358795e-05,0.0013061953341172714,0.0009512938565504641,0.014748061748980343,0.0001776450279045809,0.0040401270555493664,0.0031902514461439706,0.00436143362749515,6.860803613379935e-07,0.0010399482417419188,0.0010682153117875877,0.011437770873840505,4.446522600223679e-05,0.002579673065053293,0.0030357503018482272
28,5.857142857142857e-07,0.017916412683258543,3.3182561255136467e-06,0.004206710499029853,0.00454136571608467,0.06204004533676892,1.988314046503462e-05,0.01485946740569149,0.015388416300255586,0.6903105497810358,0.00016764232897912827,0.1688724327903477,0.16726329729574893,0.002470541837722736,4.5075556257026136e-05,0.0004850750257421237,0.0007425651281602801,0.004843874777427262,0.00023223809383842738,0.0015268421793983714,0.0009261825771761635,0.0038587085933356963,2.2890906367454268e-05,0.0009853931048280536,0.0009069299634223872
29,5.959183673469387e-07,0.0007092203772787549,8.751262546814857e-05,0.00024354704439152173,0.00014562860213630446,0.005559050077841287,0.00015429353513600992,0.0012183965701401533,0.0015855496147905777,0.8897898058193495,7.548868060235321e-08,0.21092816505953182,0.22244117767874674,0.020161212254893007,0.0001752674697455339,0.0054189703162875,0.004440628879558601,0.0014537724634545743,4.228301052592531e-05,0.0002738979299184789,0.0004548729631724523,0.0008665856082572185,0.00012870986290086604,0.000170798611691016,0.0003240596286801299
30,6.061224489795918e-07,0.0070163119805677285,0.00012044799766876335,0.001509292454336462,0.0019900855701774213,0.04417775830967204,3.448770647483793e-05,0.010286120255851452,0.01129602056155567,0.9065102536118763,0.00015543484172320424,0.21265206669676484,0.2290902893413715,0.005660405941631896,2.404125165968945e-05,0.0012197978534007614,0.001548030211087257,0.008287792225181936,0.00016688599172484008,0.0023559817900339485,0.0017306360756234142,0.006651517017768268,6.0541364613238726e-05,0.001459633262525158,0.0018276071540268418
31,6.163265306122449e-07,0.010249091106039745,6.163325600659588e-06,0.002383015556914818,0.0026266144530396837,0.01038436661704722,4.584964057999374e-05,0.002599893928639894,0.002481727462670621,0.8307424699350837,6.333254824208116e-05,0.19747726030023235,0.20738413535546374,0.0238893773690389,0.00019702195264869314,0.006431174127580176,0.005253771799852737,0.0003515498910238545,9.168618801047433e-05,4.846100030927576e-05,0.00017224556247039257,0.0039043333446795473,3.993312647495675e-06,0.0009558113593364763,0.0009513521094401643
32,6.265306122448979e-07,0.0011337999394226488,6.123232127595164e-05,0.00034249237778820606,0.00024011586805398996,0.005799103954335402,0.00014581767368757644,0.0012423809179338348,0.0016752439574961493,0.4305600451875661,3.9585135701242494e-05,0.10166086902119666,0.1081594129828128,0.02002791010446906,1.0323505659172675e-07,0.00471792182566941,0.005019568858518103,0.01063225894893812,0.00013399148543681672,0.0029074125226647668,0.002300993533659554,1.903526570609532e-07,9.69221344412269e-05,2.8430953642680364e-05,2.262235903913621e-05
33,6.36734693877551e-07,0.0024069329617738464,0.00012954834364687186,0.0004882158565407939,0.000761852572611832,0.020789765520358775,3.1855855884909284e-05,0.004785361054985962,0.005386479322822779,0.010598560217597452,0.00016154310120154944,0.002484404385494037,0.00278345288901374,0.018713997156083777,0.00019014400644243605,0.00514720880747805,0.004027471547838217,0.00030762851604470285,9.468609499997204e-05,4.135154595672878e-05,0.00015968047010430928,0.002842386630043203,0.00010551378941595957,0.0005838714288224949,0.000866203564665823
34,6.46938775510204e-07,0.006924780808728884,3.735961521777383e-05,0.0015452417289903455,0.0018617685855290616,0.006021790318475879,3.180423342467979e-05,0.001525538273552472,0.0014247802403398327,0.125898932324478,2.36697743621573e-05,0.029700140423133264,0.031714283637463404,0.06193432209871296,4.138512627086186e-05,0.015239195913790488,0.014887465172943143,0.01278698865855443,0.00014767978132439094,0.0034814050804020708,0.0027805859109487417,0.004236019426269658,1.3730513693469722e-05,0.0009570623416390221,0.0011217362238630858
35,6.571428571428571e-07,0.003076562876574307,1.1239912148575122e-05,0.0007745891157673669,0.0007314610740296284,0.0015058194367182055,0.0001370332400294479,0.000303342184211814,0.0005093141249301214,0.02838492641296947,6.0355422001354035e-05,0.006917934822056921,0.006938791043469847,0.0013960395298781105,9.498414736120208e-05,0.0004933085887389216,0.00023081794721020886,0.0015386275088910648,5.580827437762646e-05,0.0002819693770177619,0.0004976484217021705,0.0012526516270091159,2.468334571887047e-05,0.00034403280527391453,0.00027865838980001365
36,6.673469387755101e-07,2.1092338278287232e-05,0.000103427958113893,2.409991422878403e-05,4.118376175745325e-05,0.010909800695092828,6.66017349512813e-05,0.0024316192356731554,0.0029393211455235073,0.013113009306110876,0.00015159620068549341,0.0029284097885970087,0.0035643040077972614,0.14081157285925183,0.00015587075447139894,0.03526337848123338,0.03328539484780931,0.013494391535298496,0.00019230985072177906,0.0037460310852956,0.0028835150245184785,0.00012843577969092495,0.00010595212635931139,3.41924742660471e-05,8.564535994273673e-05
37,6.775510204081632e-07,0.002902587685521829,0.00010430603726898388,0.000597250965461655,0.0008816187104045103,0.0071283605579077845,2.0788739980932465e-06,0.001718718059256121,0.001760934437579995,0.04392824885038529,2.7573244865951038e-05,0.01024763352521141,0.011207701961958857,0.052895745570562314,3.7547778796611714e-07,0.012476264255713776,0.013274051584753277,0.0073763442561357645,6.231714296725129e-06,0.0016698443231913888,0.0019175734968068046,0.0021439238265881753,9.119797975530559e-05,0.0004355075570313638,0.0006646806988746024
38,6.877551020408163e-07,0.004297290797349618,1.66668785300298e-05,0.000966566662522219,0.0011440090515637312,0.00010079757333292991,9.303231788261544e-05,7.106562380842826e-05,2.5953955653390414e-05,0.012423410439419736,3.823769706176312e-05,0.0030810917507061116,0.0029912442922652555,0.33284645619447883,0.00015928836016911735,0.08240815279919761,0.0796450322453894,0.0088430551433463,0.00021339979985172917,0.0025908668056154123,0.0017975394300594376,0.0028340748209329243,1.3763795030985605e-05,0.0006331386434370104,0.0007604891143155767
39,6.979591836734693e-07,0.0015840681260598352,1.7165890182609225e-05,0.0004182189997973136,0.0003625004128140524,0.0035812731518753793,0.0001215366453266041,0.0007427302195954001,0.001077723936580525,0.0027366019190186676,0.00014546216074443966,0.0005716187293235172,0.0008479810994661806,0.80364235576246,9.981379280530062e-05,0.19481257657313936,0.1965327208467427,0.021616412340921716,2.421409175416025e-05,0.005343423098127828,0.005160899409976644,0.0011071162846791418,1.4269690305549137e-05,0.0002959011149029787,0.000250819222476831
40,7.081632653061224e-07,1.4438311251736517e-05,9.623736580419961e-05,2.2225494729093607e-05,3.589782830165378e-05,0.006893284813597519,2.806330786093794e-05,0.0015500445530465708,0.0018358936033120111,0.019887311283311126,6.766630171809625e-05,0.004513890741762551,0.0052403269223173015,0.899391372657921,1.0276896348001261e-05,0.2120879570080671,0.22599479960094151,0.00037356884274915335,0.00012984229849014527,0.00019497702348632837,5.170868701618733e-05,2.120071692986383e-08,8.378344139871938e-05,2.3281629827828952e-05,2.0817262818351454e-05
41,7.183673469387754e-07,0.0016492983779330616,0.00010499165224089324,0.0003277403385378536,0.0005378416716847682,0.003028390758545587,1.1769000470573506e-05,0.0007639158592138301,0.000718856489171898,0.012935597901439682,2.6469839194246414e-06,0.0031079231370587748,0.0032041397765172445,0.9058821141934832,0.00015860897394695723,0.21257398733563423,0.22886737491724377,0.03407079029201008,0.00014681730303161937,0.008847354061415002,0.007760080599605459,0.0009017591287795794,0.0001033331489530185,0.0001735299115040891,0.00032472769690133305
42,7.285714285714286e-07,0.0029537735146710447,3.2613872991143595e-05,0.0006413370296032342,0.0008219873062631351,4.7737928261194154e-08,9.728212368481904e-05,2.7927436897041123e-05,2.3276469198124352e-05,0.00022722348811088358,9.937750541600186e-05,0.00011269382287140037,4.8688450307899454e-05,0.84931297723544,8.8819126859449e-05,0.20172026227867013,0.21219698424197844,0.013895800295477842,6.260640361595356e-06,0.003185130901051428,0.0035780080479602162,0.0019710155827613813,4.591020225163658e-05,0.0004127133125578647,0.0005773887224811737
43,7.387755102040815e-07,0.0018063362432975385,1.6098855044449318e-06,0.00044231262257074093,0.00044006347393827304,0.002311804135668593,0.00011438996790034106,0.00046779412807363465,0.0007274449348415866,0.005880714848763966,0.00012838338853697314,0.001252680086387847,0.001695932732229814,0.6067895741114436,5.505665512092289e-06,0.1437384747997098,0.15196004854582945,0.016902145025049744,0.00018743734125366152,0.004679391969202338,0.003614148525091677,0.0015836554938304156,5.883908935886381e-07,0.00036997765196027,0.0004039637841628215
44,7.489795918367346e-07,0.00019258203958378407,5.517273440862578e-05,8.477962019842451e-05,3.709586854290156e-05,0.0044330737461648504,3.577296689059868e-05,0.0009751856096910898,0.0012132808315672454,0.011425072788732126,2.9448100718515613e-05,0.002600162598879687,0.0029996208599800647,0.05544945391667138,0.0001369312584778924,0.013121859164708392,0.013943009040689555,0.06605266593718653,7.883351231796265e-05,0.016467120399633457,0.01567207737993663,0.0004266299557079604,2.8101200385279036e-05,0.00013462264855363504,8.720292654033524e-05
45,7.591836734693877e-07,0.0003073726867888416,0.00010593126819228136,6.154061197134964e-05,0.0001463840057954553,0.002656757769892328,2.22418709184089e-06,0.0006492608305101018,0.0006485017013820457,0.005069394144116283,1.2672201209414571e-05,0.0012606548254712419,0.001217855187985543,0.08085276026970192,0.00012055429171594124,0.01891996679022742,0.02059667734309995,0.007244410180763194,2.993345823982222e-05,0.0015515372404483906,0.0019950831847102327,1.7157597462265814e-05,8.452826080915592e-05,1.8856341923423474e-05,3.442976454488185e-05
46,7.693877551020407e-07,0.0015388623732345836,8.142563437664071e-05,0.00030769348127733065,0.0004907030559200227,0.0002221901321373515,6.390150757588177e-05,9.756756178951994e-05,4.3170818657870364e-05,1.3267737117458445e-06,0.00010365522635969729,3.2327697500353594e-05,2.2742982256689225e-05,0.11312059085880868,2.5598867937340643e-06,0.02679043825394838,0.0283711839818165,0.07027453009760265,0.00018812460514958546,0.018128933728915428,0.016117486404663036,0.0006414825384381726,9.50263264701068e-05,0.00012185658160033119,0.00024414965440518963
47,7.795918367346938e-07,0.001996320258077899,1.9819526652919603e-05,0.00043482739018923475,0.0005527063754440976,0.0005904338782613923,0.00011518969305771552,0.00011408826038370881,0.000237924378597513,0.003609351111213575,0.00012127065227461673,0.0007489167438593716,0.0010851292714228005,0.019651383325210037,7.541217453552923e-05,0.004842148701904181,0.004764999877719082,0.15437923004988274,6.630845299412882e-05,0.037860968723953836,0.03727044031566669,0.00133207563554721,5.002141026843862e-05,0.0002709298816231066,0.00040862119140450587
48,7.897959183673469e-07,0.001172474690784818,2.30878958254233e-06,0.00029161915757143584,0.00028148826890142856,0.0024536057790804466,7.866137502109909e-05,0.0005062225330220747,0.0007385744573373842,0.006925119184097692,3.713850076558761e-05,0.0015455834974147376,0.0018614582941242433,0.01018807736768153,0.0001536643686248772,0.0022622214724675915,0.0028030667339303153,0.001748583018865024,2.4584102144708758e-05,0.00033171887465733457,0.0005354053879545815,0.0012627885413593542,5.236723033993874e-06,0.00028303991038040774,0.00033704365233830336
49,8e-07,0.0001811806805026525,4.565393875497357e-05,7.685592530429465e-05,3.4573833430771685e-05,0.002812814990172241,1.2484842831190591e-05,0.0006300136264375954,0.0007524402590649506,0.004098518618767399,2.8001739459734206e-06,0.0009977251735960114,0.0010038412984076004,0.04334494613312313,5.664562862898946e-05,0.010038552792755074,0.011152617189555462,0.4418537079104119,0.00017566457597337727,0.10900704186277245,0.10612436120021192,0.0005897454359918109,8.956427364176071e-06,0.00015977100666831907,0.00013195190189013522
