,wavelength,0.087_R_LL,0.178_R_LL,0.262_R_LL,0.322_R_LL,0.375_R_LL,0.43_R_LL,0_R_LL
0,4e-07,0.008421981567407137,0.006430126889291218,0.0019290585894096385,0.003002128965869432,0.001919110912085158,0.0003416028559675787,0.019728527012358523
1,4.0201005025125624e-07,0.0131832519043649,0.0038956558736216256,0.004031964424299702,0.001495299688218293,0.00024862023468203576,0.0003393466114305072,0.03459428531071642
2,4.0402010050251255e-07,0.011371447294246632,0.0005283347754310995,0.003229359310410113,1.159045803106827e-05,0.0004610868097559803,0.0018348084537794791,0.03620206256308771
3,4.060301507537688e-07,0.004736627746045403,0.0006240687662911476,0.0007182937752159307,0.0011417471209369324,0.002188779470841152,0.0014995984852760377,0.022561820571085512
4,4.080402010050251e-07,0.00011352600942946284,0.004290800735969334,0.00020826092024755984,0.0030516132516546376,0.0021562788588051136,8.520321044937398e-05,0.004959823428504138
5,4.1005025125628137e-07,0.0027661740050137383,0.007331566761419138,0.002536786213022854,0.002630199752271723,0.0004394787284237917,0.000691036362970024,0.0011640775555060072
6,4.120603015075377e-07,0.010819781447413914,0.006275449795722603,0.004511731942156989,0.000574520524553924,0.00025037848886291575,0.0020476837982790733,0.019316515348461186
7,4.1407035175879393e-07,0.01703559228781255,0.002319094557779508,0.0034487144893111175,0.00020555083633434293,0.0019819883259534618,0.0013128741570002074,0.04801293811111321
8,4.1608040201005024e-07,0.0157644652962072,3.0637248909770185e-06,0.0007998759184219272,0.0021740718827937926,0.0025583714202703873,2.6213374386531886e-05,0.06635455887337502
9,4.180904522613065e-07,0.008010904624154611,0.002148609201099264,0.00016866940290073123,0.0034926482931047277,0.0009791422844772739,0.000849631313924196,0.06038280757564769
10,4.201005025125628e-07,0.0008808170673875119,0.006652652287915239,0.0025021339311005744,0.0021876397038141666,1.289855322618736e-05,0.0021497339046772108,0.03227160610587801
11,4.2211055276381906e-07,0.0016190043138950597,0.008843074866295523,0.004873490384393193,0.00022261672328218618,0.0013636674711598373,0.0013639945077090817,0.0038901681136076856
12,4.2412060301507537e-07,0.01069035303953528,0.006458216148463359,0.004322714215194976,0.0005446091302048984,0.00279431296103542,4.282474273744358e-05,0.007659339571209356
13,4.261306532663316e-07,0.02103540822175,0.0019381978664023073,0.0015449784413596233,0.0027597874284365264,0.001957486969913019,0.000761320959995728,0.05511662545430717
14,4.2814070351758793e-07,0.024335602004164802,2.924941580186029e-05,8.968946135472378e-07,0.003765669735480129,0.0002330856171394217,0.002183464903376726,0.11898026460971267
15,4.301507537688442e-07,0.01776123532747232,0.002967710609484585,0.0016827619807166547,0.0021792611266347626,0.0004329469215196989,0.001671173970130924,0.15916639591190962
16,4.321608040201005e-07,0.006377540239799693,0.008135012151466914,0.004699962379105755,0.00020044013983648058,0.0022904169737034095,0.0001811281061551028,0.14893401860610922
17,4.3417085427135675e-07,2.8947502630256737e-05,0.010706423221922175,0.005596392088171534,0.0005756984728860332,0.0029468886536685155,0.00044347711168117235,0.08240312810795918
18,4.3618090452261306e-07,0.005566186061547557,0.00828206004793949,0.0033633361684707905,0.002879969323747098,0.001415378276863949,0.002020369959962716,0.005233652007627663
19,4.381909547738693e-07,0.020332805331471398,0.003078433329576579,0.0005374555089841268,0.004141496795387008,2.5305698534338455e-05,0.0021591731392651167,0.06222293745486203
20,4.402010050251256e-07,0.03406194536007598,2.6666247813343348e-05,0.0003685522415328327,0.0027595849096535684,0.0008925635731512566,0.0006341951108539864,0.31206461476590736
21,4.422110552763819e-07,0.03699562945976794,0.00229188849345295,0.003186084868463317,0.0005008476200876226,0.002795245710376801,7.026535607628724e-05,0.5686660777559931
22,4.442211055276382e-07,0.02659963053118614,0.008234281181807872,0.006057214157986546,0.00024874410469540416,0.003026633008400928,0.001450805015142464,0.7308171472498166
23,4.4623115577889444e-07,0.009816783083661504,0.012897597838264148,0.006002022263911096,0.0023980699725079965,0.0012748656950514272,0.002513881529974675,0.8200569789593047
24,4.4824120603015075e-07,8.753917081379131e-05,0.012381442867906328,0.0030824859586214806,0.004405653193425387,6.280980335207432e-06,0.0015444040972180193,0.8687574277421203
25,4.50251256281407e-07,0.00800487591575151,0.007056563393094073,0.00031930003369567663,0.003917639830689084,0.0010186476302542938,0.0001142659883674417,0.8956351565125765
26,4.522613065326633e-07,0.031426336116841244,0.0013720998875041395,0.0006412478021153556,0.0015154531612719161,0.0029896225946545478,0.0005201750819873216,0.9099813526751677
27,4.5427135678391957e-07,0.056334059730650594,0.000391449013381078,0.0038906659316701084,8.090224612316186e-06,0.003327902974983933,0.0021613622764343234,0.9162041153640545
28,4.562814070351759e-07,0.06737536543645034,0.005486556382250608,0.007002002465309714,0.0011988202577921459,0.0016064449606131954,0.0025399542499721876,0.9161280247648942
29,4.5829145728643213e-07,0.05695281401438295,0.013040086644342098,0.007049023954391508,0.0038340258730073353,6.675215024097056e-05,0.0010989567293289747,0.9099331450679782
30,4.603015075376884e-07,0.029692252212900963,0.01742464879300278,0.0039873282273727795,0.0050655414441804795,0.0007214681915483169,4.2750987088107206e-06,0.8963182036626751
31,4.623115577889447e-07,0.004064454757763738,0.015343405393964882,0.0006862710898540892,0.0035844815474790504,0.002803514857589011,0.0009011858626131138,0.8720450473461124
32,4.64321608040201e-07,0.005250311868917889,0.008225607516299409,0.00032237210669385966,0.0009775405900840403,0.003783096557962876,0.002522127704029739,0.8307269285445384
33,4.6633165829145726e-07,0.043940610206183846,0.0014407412811850411,0.0034232247986111897,4.372699998263823e-05,0.0024930956960016355,0.0025800355945091546,0.7606600661110403
34,4.683417085427135e-07,0.1024677183595693,0.0006053106255077327,0.00737528597083155,0.001852350887670056,0.00048690109747608876,0.0010077321363094183,0.6428011222159666
35,4.703517587939698e-07,0.14956812206666972,0.007177940020192517,0.0088136883172469,0.004639792137364727,0.00017244636717513254,2.3786304567780563e-07,0.4573380258579419
36,4.7236180904522613e-07,0.16068843511589484,0.017105565204322666,0.006519302985542642,0.005664971474825094,0.0019769366362962903,0.0009704485071752445,0.2224435542588132
37,4.743718592964824e-07,0.12395604851468131,0.023846159960881543,0.0024180189800063596,0.0039370583556877,0.0038834362271967116,0.0026462184981011806,0.04189722301751178
38,4.7638190954773864e-07,0.0485507321367486,0.022905032882805338,3.521774319310178e-05,0.0011402421896078076,0.00377976541368957,0.002834323452176514,0.002319932436372965
39,4.78391959798995e-07,0.0002070511803507904,0.014691531555829303,0.0015675959733295213,1.9006490148515763e-05,0.0017923519143857205,0.0013039821870622643,0.051240162707259757
40,4.804020100502513e-07,0.10220712098202604,0.004586374809474603,0.005992244474555432,0.0017470960294887466,0.00011134601896558285,3.8312478438202354e-05,0.10608874044540761
41,4.824120603015075e-07,0.3463959635711715,1.0235669621840832e-06,0.009927208614344183,0.00481056461065409,0.0006063982461897095,0.0006794281627620661,0.13239416503184587
42,4.844221105527638e-07,0.5755622361239041,0.005329998454266277,0.010368138218184848,0.0064698663185043,0.0028145192052796324,0.002462388814611497,0.12664023860365894
43,4.864321608040201e-07,0.724268711654735,0.018375447902416905,0.006961277250207702,0.005260097403524267,0.0044745147212054874,0.003221449285983023,0.09688450038534917
44,4.884422110552764e-07,0.8105242052063758,0.031705222347114086,0.002282125733931019,0.002251446961678333,0.003909589324060019,0.002055175897647067,0.056483820487692765
45,4.904522613065326e-07,0.8600559132266822,0.03757423740935325,2.8133561707706764e-06,0.00011933704461545995,0.0016991238652967829,0.00036718088096137063,0.020879764673451772
46,4.924623115577889e-07,0.8888316941903732,0.032348474248683014,0.002120111305786321,0.0008245029320125671,7.523569492059078e-05,0.00017750545844319877,0.001962191406221649
47,4.944723618090452e-07,0.9053637789313732,0.018572087243479474,0.007364508900593523,0.00389066593167013,0.0007041146305451086,0.0017480999349271718,0.0024530806152429953
48,4.964824120603015e-07,0.9140164992912915,0.004510520152220223,0.01215759522009752,0.006838164851956786,0.0030421989941164726,0.0033135234680074614,0.015982841701597892
49,4.984924623115577e-07,0.9168977904552194,0.0003388798981723347,0.013222609672343765,0.007294977266262512,0.004903680753503918,0.0031349514868338085,0.0326461789436595
50,5.00502512562814e-07,0.914756341806607,0.011411521700543397,0.009802520656949634,0.00489688627657476,0.004569792632995611,0.0014218344932894007,0.044442530062091146
51,5.025125628140703e-07,0.9073122028104778,0.0336485612825627,0.004185009206395634,0.0015599334074909727,0.0023565898027217455,6.67521502409343e-05,0.047458452846536846
52,5.045226130653266e-07,0.8932104765944622,0.05597970712936223,0.00031147664059284687,4.2589390294628777e-07,0.0003049501004754543,0.000574804011285854,0.041655064863381025
53,5.065326633165828e-07,0.8696118595371791,0.0671442258246509,0.0011548453835370782,0.0015868841792898677,0.00033141138310686496,0.0024455594958344017,0.029824180615275014
54,5.085427135678392e-07,0.8313100260955594,0.06101533877559686,0.006569579423386192,0.0052383762803846125,0.002490776504037151,0.0037472429497289526,0.01630688775161583
55,5.105527638190955e-07,0.7692748354286729,0.0392834881679067,0.013336370628231738,0.008292977969340708,0.004949759393130084,0.003157352405859377,0.005492990728206222
56,5.125628140703518e-07,0.6692621168174381,0.012872012185271963,0.01733488974232282,0.008537316418260305,0.005630210035425371,0.001285134230425114,0.0003106406204262292
57,5.14572864321608e-07,0.5148086619059291,5.1270599566790916e-08,0.016113773135524995,0.005789311358696903,0.0039690693841401775,3.2594786786576205e-05,0.0013065721889789826
58,5.165829145728643e-07,0.30763651752053695,0.016060947152282665,0.010325049038533847,0.0020254307312215494,0.0013601149448238554,0.0006871410132914421,0.006798422199935086
59,5.185929648241206e-07,0.1071688746865944,0.05991961393266754,0.0034735007386519122,2.3200233906966212e-05,5.820151824095877e-06,0.0026510953184939205,0.013915727821853076
60,5.206030150753768e-07,0.006358075919695948,0.11294157975880553,2.6051666800630728e-05,0.0013780072073371534,0.0010995810474290705,0.00406468890053551,0.019842978620195472
61,5.226130653266331e-07,0.015845507432586378,0.15217992403956515,0.0026545504683588073,0.0053238899257722,0.003841471648879014,0.00360990811810686,0.022688038700865193
62,5.246231155778894e-07,0.06913291582718785,0.1608539419178883,0.010382573193829415,0.009288746801523414,0.006117686316641549,0.0017199520073858004,0.0218183599013681
63,5.266331658291457e-07,0.11423390610251304,0.1305716394290485,0.019131755980837845,0.010687628666648498,0.006191072087897354,0.00015663614291300205,0.017782215284093048
64,5.28643216080402e-07,0.13329830560603806,0.06591242416929691,0.024191298120989795,0.008604892023915942,0.004010202194790877,0.0003901672476100825,0.011971265857587647
65,5.306532663316582e-07,0.12599960027932225,0.004915872232366909,0.02279135825490865,0.004367477613978103,0.0012332260455664265,0.002258889004880488,0.006133919178066107
66,5.326633165829145e-07,0.09893645087422692,0.03656096165472265,0.015517057669395118,0.0007585698879706963,6.320744606670325e-07,0.004143237757780861,0.0018407368878000452
67,5.346733668341708e-07,0.06228033077088106,0.21320036635928574,0.006227707080304034,0.00027484431038445235,0.0013272968830404573,0.0044268485706010436,3.838882893133646e-05
68,5.36683417085427e-07,0.027871552039477273,0.44374146173822976,0.0003800675244960945,0.003467099571762563,0.004336648565636675,0.0028773554412151996,0.0008340741277367403
69,5.386934673366834e-07,0.005758216030502997,0.6264964368204178,0.0020774780239011183,0.008548805968844072,0.006933653888645781,0.0008175215555055404,0.0035737579723452064
70,5.407035175879397e-07,0.00017587150067022023,0.7443992761710712,0.011427615982840573,0.012554563995790172,0.007325264093294692,9.705207163885404e-06,0.00715014242482905
71,5.42713567839196e-07,0.008342147092185297,0.8160999809195232,0.024280317308637982,0.013152526277510056,0.00524376124305601,0.001178015167802461,0.010391181393918404
72,5.447236180904523e-07,0.023195745028787938,0.8596467339972393,0.03457491408436199,0.009967544900312828,0.002115904753481947,0.003414913344162639,0.012386537033289777
73,5.467336683417085e-07,0.03743583278428773,0.8863606522708987,0.037420842241481844,0.004812349318856995,0.00011956683456802069,0.004956694846436336,0.012676422851042866
74,5.487437185929648e-07,0.046075156725433136,0.9026451324820344,0.031232882375326138,0.0007544314466566981,0.0007105627849861687,0.004605545449956391,0.01129424614751939
75,5.507537688442211e-07,0.04707152340399828,0.9120180050820598,0.018572087243479012,0.00039144901338112443,0.003614632035336519,0.0026411765556617842,0.008690152855599462
76,5.527638190954773e-07,0.04092868588451534,0.9163425340673247,0.0056511638472786455,0.0042626548381113375,0.007022720199023426,0.000590961380779669,0.0055729270162976265
77,5.547738693467336e-07,0.02998551840860866,0.9164690202492375,8.522077376403897e-08,0.01047562356647107,0.008806439971819676,6.377848200136421e-05,0.002710810688393457
78,5.567839195979899e-07,0.017589391597656177,0.9125252917743615,0.006451916294978636,0.015814138419638264,0.00786068349073777,0.0015179878278229748,0.0007364657530472752
79,5.587939698492462e-07,0.007136132747851864,0.9039834478102854,0.023837605436100293,0.017512395268026327,0.004761661130971304,0.003922901592126706,2.5894146533170413e-06
80,5.608040201005025e-07,0.0010892637926332527,0.8895429459561218,0.045330134864063114,0.01465201373779032,0.001432315324014539,0.0055566063954708925,0.0005231087606732431
81,5.628140703517587e-07,0.00030374073358001936,0.866806371471189,0.062109181929581814,0.008635982386839876,3.446788960555383e-07,0.005265584874686042,0.0020087127600497564
82,5.64824120603015e-07,0.003959592955367977,0.8316793283271267,0.06724876312929919,0.002617027449822293,0.001480550584237653,0.0032604659010266285,0.003975258338124389
83,5.668341708542714e-07,0.010097937744835746,0.7774561826224152,0.05801988835711169,1.0111637997229676e-06,0.005126920244087839,0.0009578696827023746,0.005884234148973636
84,5.688442211055276e-07,0.016430604719049474,0.6939423441155977,0.03712580522764081,0.0026087018870493057,0.008899872331290385,1.7838635579426287e-06,0.007273391978784648
85,5.708542713567839e-07,0.021045058435461485,0.568624871594541,0.01337755924188691,0.009576474079859607,0.0106896458694679,0.0011173155630222502,0.007848647564776273
86,5.728643216080402e-07,0.022810272307657458,0.3960420631033952,0.00022588284288463235,0.01778166708472696,0.009497303811000382,0.0036088975202078002,0.007525436390812372
87,5.748743718592964e-07,0.02148590005907667,0.20146307068688812,0.009615967128421637,0.02346788874027958,0.005966109099882048,0.005858646636785275,0.006421244170932369
88,5.768844221105527e-07,0.017620061344831774,0.05214708797152993,0.04335530079365487,0.0240143520982255,0.0020616824421879703,0.006419718193946214,0.004808975228895451
89,5.78894472361809e-07,0.012313814973377211,0.0001610910842285469,0.09053007946043566,0.019060932603723876,4.017258981649167e-05,0.004937771439831489,0.0030448702940534538
90,5.809045226130653e-07,0.0069056300281578435,0.024982205955551385,0.13420268974070945,0.010751292025063478,0.00118997269819311,0.002359637058978819,0.0014868749900695058
91,5.829145728643216e-07,0.0026290688629488435,0.07427302458241315,0.15951468903077856,0.003031107141083735,0.005075479614450366,0.0003443400540842392,0.0004200843138693193
92,5.849246231155778e-07,0.00031643839789632173,0.11408878444316392,0.15680035003783002,6.623454648859481e-06,0.009776748608039572,0.0002228188079988769,4.096590073496967e-06
93,5.869346733668341e-07,0.00022745019084353244,0.13261369685569369,0.12207780768965104,0.003877829269303004,0.01294372951308577,0.002149125695792059,0.0002518959264092742
94,5.889447236180904e-07,0.0020492095825383307,0.12936705827699693,0.06161350267589262,0.01363757171241436,0.012997667480213143,0.00500947982266373,0.0010419610358193092
95,5.909547738693466e-07,0.005051385460928114,0.10868144998809984,0.0064145276274909955,0.025493966337451286,0.009885351487476475,0.007130622199372901,0.002157127747005967
96,5.929648241206029e-07,0.00832624295645173,0.07745723662048692,0.022597028273753303,0.03469028640289631,0.005125279300158234,0.007284911698423248,0.0033381610388292897
97,5.949748743718593e-07,0.01102848668748819,0.04416818927054326,0.15894917277051787,0.03751442190004905,0.0011389927228847932,0.0053841140310684895,0.004338579010870929
98,5.969849246231156e-07,0.012553304425448268,0.017207645588277778,0.3650894931940861,0.03265010825677354,8.926451768526052e-05,0.0025223374211705953,0.0049696031993404135
